Code,Area,Year,,Year_adj,Sex,Ethnicity,Pupils,Attainment8,Progress8
E09000015,Harrow,2016/17,2016,2016,Girls,All Pupils,"1,020",52.6,0.72
E09000015,Harrow,2016/17,2016,2016,Girls,Asian,439,56.8,0.96
E09000015,Harrow,2016/17,2016,2016,Girls,Black,167,44.9,0.2
E09000015,Harrow,2016/17,2016,2016,Girls,Chinese,6,68.5,1.27
E09000015,Harrow,2016/17,2016,2016,Girls,Mixed,70,49.6,0.5
E09000015,Harrow,2016/17,2016,2016,Girls,White,279,51.7,0.63
E09000016,Havering,2016/17,2016,2016,All,All Pupils,"2,794",47.5,-0.04
E09000016,Havering,2016/17,2016,2016,All,Asian,106,52.4,0.63
E09000016,Havering,2016/17,2016,2016,All,Black,340,50.8,0.36
E09000016,Havering,2016/17,2016,2016,All,Chinese,7,66.8,1.41
E09000016,Havering,2016/17,2016,2016,All,Mixed,132,48.2,0.04
E09000016,Havering,2016/17,2016,2016,All,White,"2,141",46.5,-0.15
E09000016,Havering,2016/17,2016,2016,Boys,All Pupils,"1,435",45.6,-0.16
E09000016,Havering,2016/17,2016,2016,Boys,Asian,42,49,0.43
E09000016,Havering,2016/17,2016,2016,Boys,Black,172,48.2,0.18
E09000016,Havering,2016/17,2016,2016,Boys,Chinese,x,x,x
E09000016,Havering,2016/17,2016,2016,Boys,Mixed,x,x,x
E09000016,Havering,2016/17,2016,2016,Boys,White,"1,104",44.9,-0.26
E09000016,Havering,2016/17,2016,2016,Girls,All Pupils,"1,359",49.5,0.09
E09000016,Havering,2016/17,2016,2016,Girls,Asian,64,54.7,0.76
E09000016,Havering,2016/17,2016,2016,Girls,Black,168,53.5,0.54
E09000016,Havering,2016/17,2016,2016,Girls,Chinese,x,x,x
E09000016,Havering,2016/17,2016,2016,Girls,Mixed,x,x,x
E09000016,Havering,2016/17,2016,2016,Girls,White,"1,037",48.3,-0.03
E09000017,Hillingdon,2016/17,2016,2016,All,All Pupils,"3,075",47.1,0.14
E09000017,Hillingdon,2016/17,2016,2016,All,Asian,659,53.1,0.76
E09000017,Hillingdon,2016/17,2016,2016,All,Black,350,43.9,0.24
E09000017,Hillingdon,2016/17,2016,2016,All,Chinese,4,35.4,0.09
E09000017,Hillingdon,2016/17,2016,2016,All,Mixed,324,48.6,0.21
E09000017,Hillingdon,2016/17,2016,2016,All,White,"1,482",44.4,-0.25
E09000017,Hillingdon,2016/17,2016,2016,Boys,All Pupils,"1,631",44.2,-0.09
E09000017,Hillingdon,2016/17,2016,2016,Boys,Asian,358,50.7,0.5
E09000017,Hillingdon,2016/17,2016,2016,Boys,Black,187,40.7,0.02
E09000017,Hillingdon,2016/17,2016,2016,Boys,Chinese,x,x,x
E09000017,Hillingdon,2016/17,2016,2016,Boys,Mixed,x,x,x
E09000017,Hillingdon,2016/17,2016,2016,Boys,White,773,41.1,-0.49
E09000017,Hillingdon,2016/17,2016,2016,Girls,All Pupils,"1,444",50.4,0.4
E09000017,Hillingdon,2016/17,2016,2016,Girls,Asian,301,56,1.07
E09000017,Hillingdon,2016/17,2016,2016,Girls,Black,163,47.7,0.49
E09000017,Hillingdon,2016/17,2016,2016,Girls,Chinese,x,x,x
E09000017,Hillingdon,2016/17,2016,2016,Girls,Mixed,x,x,x
E09000017,Hillingdon,2016/17,2016,2016,Girls,White,709,48,0.01
E09000018,Hounslow,2016/17,2016,2016,All,All Pupils,"2,641",48,0.41
E09000018,Hounslow,2016/17,2016,2016,All,Asian,746,54.2,0.91
E09000018,Hounslow,2016/17,2016,2016,All,Black,353,46.4,0.36
E09000018,Hounslow,2016/17,2016,2016,All,Chinese,7,71.3,0.9
E09000018,Hounslow,2016/17,2016,2016,All,Mixed,184,48.3,0.09
E09000018,Hounslow,2016/17,2016,2016,All,White,958,47.9,0.16
E09000018,Hounslow,2016/17,2016,2016,Boys,All Pupils,"1,392",45.6,0.25
E09000018,Hounslow,2016/17,2016,2016,Boys,Asian,396,51.3,0.72
E09000018,Hounslow,2016/17,2016,2016,Boys,Black,182,44,0.22
E09000018,Hounslow,2016/17,2016,2016,Boys,Chinese,4,69.8,x
E09000018,Hounslow,2016/17,2016,2016,Boys,Mixed,101,45.2,x
E09000018,Hounslow,2016/17,2016,2016,Boys,White,485,46.8,0.06
E09000018,Hounslow,2016/17,2016,2016,Girls,All Pupils,"1,249",50.7,0.57
E09000018,Hounslow,2016/17,2016,2016,Girls,Asian,350,57.6,1.12
E09000018,Hounslow,2016/17,2016,2016,Girls,Black,171,48.9,0.5
E09000018,Hounslow,2016/17,2016,2016,Girls,Chinese,3,73.3,x
E09000018,Hounslow,2016/17,2016,2016,Girls,Mixed,83,52,x
E09000018,Hounslow,2016/17,2016,2016,Girls,White,473,49,0.25
E09000019,Islington,2016/17,2016,2016,All,All Pupils,"1,377",45.6,0.13
E09000019,Islington,2016/17,2016,2016,All,Asian,163,49.2,0.53
E09000019,Islington,2016/17,2016,2016,All,Black,387,43.6,0.15
E09000019,Islington,2016/17,2016,2016,All,Chinese,5,57.2,0.51
E09000019,Islington,2016/17,2016,2016,All,Mixed,155,44.8,0.02
E09000019,Islington,2016/17,2016,2016,All,White,525,44.7,-0.12
E09000019,Islington,2016/17,2016,2016,Boys,All Pupils,715,43.8,-0.07
E09000019,Islington,2016/17,2016,2016,Boys,Asian,75,47.4,0.37
E09000019,Islington,2016/17,2016,2016,Boys,Black,194,40,-0.09
E09000019,Islington,2016/17,2016,2016,Boys,Chinese,x,x,x
E09000019,Islington,2016/17,2016,2016,Boys,Mixed,x,x,x
E09000019,Islington,2016/17,2016,2016,Boys,White,281,43.6,-0.31
E09000019,Islington,2016/17,2016,2016,Girls,All Pupils,662,47.5,0.35
E09000019,Islington,2016/17,2016,2016,Girls,Asian,88,50.8,0.67
E09000019,Islington,2016/17,2016,2016,Girls,Black,193,47.1,0.4
E09000019,Islington,2016/17,2016,2016,Girls,Chinese,x,x,x
E09000019,Islington,2016/17,2016,2016,Girls,Mixed,x,x,x
E09000019,Islington,2016/17,2016,2016,Girls,White,244,46,0.11
E09000020,Kensington and Chelsea,2016/17,2016,2016,All,All Pupils,739,55,0.45
E09000020,Kensington and Chelsea,2016/17,2016,2016,All,Asian,18,55.4,0.4
E09000020,Kensington and Chelsea,2016/17,2016,2016,All,Black,126,50.1,0.43
E09000020,Kensington and Chelsea,2016/17,2016,2016,All,Chinese,5,68.3,0.6
E09000020,Kensington and Chelsea,2016/17,2016,2016,All,Mixed,112,54.5,0.4
E09000020,Kensington and Chelsea,2016/17,2016,2016,All,White,302,56.9,0.37
E09000020,Kensington and Chelsea,2016/17,2016,2016,Boys,All Pupils,433,55.5,0.33
E09000020,Kensington and Chelsea,2016/17,2016,2016,Boys,Asian,9,48.8,-0.28
E09000020,Kensington and Chelsea,2016/17,2016,2016,Boys,Black,65,49.7,0.3
E09000020,Kensington and Chelsea,2016/17,2016,2016,Boys,Chinese,x,x,x
E09000020,Kensington and Chelsea,2016/17,2016,2016,Boys,Mixed,x,x,x
E09000020,Kensington and Chelsea,2016/17,2016,2016,Boys,White,191,58.6,0.28
E09000020,Kensington and Chelsea,2016/17,2016,2016,Girls,All Pupils,306,54.2,0.62
E09000020,Kensington and Chelsea,2016/17,2016,2016,Girls,Asian,9,62,1.01
E09000020,Kensington and Chelsea,2016/17,2016,2016,Girls,Black,61,50.6,0.59
E09000020,Kensington and Chelsea,2016/17,2016,2016,Girls,Chinese,x,x,x
E09000020,Kensington and Chelsea,2016/17,2016,2016,Girls,Mixed,x,x,x
E09000020,Kensington and Chelsea,2016/17,2016,2016,Girls,White,111,53.9,0.52
E09000021,Kingston upon Thames,2016/17,2016,2016,All,All Pupils,"1,517",55.5,0.41
E09000021,Kingston upon Thames,2016/17,2016,2016,All,Asian,333,62,0.81
E09000021,Kingston upon Thames,2016/17,2016,2016,All,Black,40,45.5,0.03
E09000021,Kingston upon Thames,2016/17,2016,2016,All,Chinese,22,79.6,0.93
E09000021,Kingston upon Thames,2016/17,2016,2016,All,Mixed,128,54.9,0.23
E09000021,Kingston upon Thames,2016/17,2016,2016,All,White,915,53,0.29
E09000021,Kingston upon Thames,2016/17,2016,2016,Boys,All Pupils,726,53.3,0.21
E09000021,Kingston upon Thames,2016/17,2016,2016,Boys,Asian,156,59.2,0.58
E09000021,Kingston upon Thames,2016/17,2016,2016,Boys,Black,20,44,-0.11
E09000021,Kingston upon Thames,2016/17,2016,2016,Boys,Chinese,10,78.8,0.99
E09000021,Kingston upon Thames,2016/17,2016,2016,Boys,Mixed,51,56.6,0
E09000021,Kingston upon Thames,2016/17,2016,2016,Boys,White,448,50.9,0.09
E09000021,Kingston upon Thames,2016/17,2016,2016,Girls,All Pupils,791,57.6,0.6
E09000021,Kingston upon Thames,2016/17,2016,2016,Girls,Asian,177,64.4,1.02
E09000021,Kingston upon Thames,2016/17,2016,2016,Girls,Black,20,47,0.17
E09000021,Kingston upon Thames,2016/17,2016,2016,Girls,Chinese,12,80.4,0.86
E09000021,Kingston upon Thames,2016/17,2016,2016,Girls,Mixed,77,53.7,0.41
E09000021,Kingston upon Thames,2016/17,2016,2016,Girls,White,467,54.9,0.47
E09000022,Lambeth,2016/17,2016,2016,All,All Pupils,"1,949",44.3,-0.12
E09000022,Lambeth,2016/17,2016,2016,All,Asian,76,48.8,0.13
E09000022,Lambeth,2016/17,2016,2016,All,Black,990,41.9,-0.2
E09000022,Lambeth,2016/17,2016,2016,All,Chinese,23,62.4,1.31
E09000022,Lambeth,2016/17,2016,2016,All,Mixed,244,43,-0.36
E09000022,Lambeth,2016/17,2016,2016,All,White,504,47.6,0.01
E09000022,Lambeth,2016/17,2016,2016,Boys,All Pupils,"1,016",40.9,-0.38
E09000022,Lambeth,2016/17,2016,2016,Boys,Asian,49,45.4,0.02
E09000022,Lambeth,2016/17,2016,2016,Boys,Black,469,37,-0.51
E09000022,Lambeth,2016/17,2016,2016,Boys,Chinese,16,60.9,1.19
E09000022,Lambeth,2016/17,2016,2016,Boys,Mixed,134,39.5,-0.59
E09000022,Lambeth,2016/17,2016,2016,Boys,White,292,45.3,-0.22
E09000022,Lambeth,2016/17,2016,2016,Girls,All Pupils,933,48,0.16
E09000022,Lambeth,2016/17,2016,2016,Girls,Asian,27,55,0.3
E09000022,Lambeth,2016/17,2016,2016,Girls,Black,521,46.3,0.09
E09000022,Lambeth,2016/17,2016,2016,Girls,Chinese,7,65.9,1.57
E09000022,Lambeth,2016/17,2016,2016,Girls,Mixed,110,47.3,-0.08
E09000022,Lambeth,2016/17,2016,2016,Girls,White,212,50.8,0.33
E09000023,Lewisham,2016/17,2016,2016,All,All Pupils,"2,247",44.2,-0.28
E09000023,Lewisham,2016/17,2016,2016,All,Asian,132,44.2,0.06
E09000023,Lewisham,2016/17,2016,2016,All,Black,952,42.3,-0.36
E09000023,Lewisham,2016/17,2016,2016,All,Chinese,34,58.4,0.29
E09000023,Lewisham,2016/17,2016,2016,All,Mixed,285,45.8,-0.25
E09000023,Lewisham,2016/17,2016,2016,All,White,675,45.2,-0.32
E09000023,Lewisham,2016/17,2016,2016,Boys,All Pupils,"1,165",41.5,-0.49
E09000023,Lewisham,2016/17,2016,2016,Boys,Asian,68,41.4,-0.29
E09000023,Lewisham,2016/17,2016,2016,Boys,Black,490,39.1,-0.54
E09000023,Lewisham,2016/17,2016,2016,Boys,Chinese,22,56.5,0.09
E09000023,Lewisham,2016/17,2016,2016,Boys,Mixed,155,43.9,-0.44
E09000023,Lewisham,2016/17,2016,2016,Boys,White,364,42.1,-0.58
E09000023,Lewisham,2016/17,2016,2016,Girls,All Pupils,"1,082",47.2,-0.05
E09000023,Lewisham,2016/17,2016,2016,Girls,Asian,64,47.2,0.42
E09000023,Lewisham,2016/17,2016,2016,Girls,Black,462,45.7,-0.16
E09000023,Lewisham,2016/17,2016,2016,Girls,Chinese,12,61.8,0.64
E09000023,Lewisham,2016/17,2016,2016,Girls,Mixed,130,48.1,-0.03
E09000023,Lewisham,2016/17,2016,2016,Girls,White,311,48.8,0
E09000024,Merton,2016/17,2016,2016,All,All Pupils,"1,420",50.2,0.5
E09000024,Merton,2016/17,2016,2016,All,Asian,230,52.7,0.95
E09000024,Merton,2016/17,2016,2016,All,Black,280,46.8,0.5
E09000024,Merton,2016/17,2016,2016,All,Chinese,7,56.6,1.46
E09000024,Merton,2016/17,2016,2016,All,Mixed,177,51.7,0.45
E09000024,Merton,2016/17,2016,2016,All,White,672,50.5,0.34
E09000024,Merton,2016/17,2016,2016,Boys,All Pupils,725,47.5,0.3
E09000024,Merton,2016/17,2016,2016,Boys,Asian,122,53.4,0.89
E09000024,Merton,2016/17,2016,2016,Boys,Black,132,42.5,0.2
E09000024,Merton,2016/17,2016,2016,Boys,Chinese,4,54.4,x
E09000024,Merton,2016/17,2016,2016,Boys,Mixed,87,47.1,x
E09000024,Merton,2016/17,2016,2016,Boys,White,347,47.7,0.15
E09000024,Merton,2016/17,2016,2016,Girls,All Pupils,695,53,0.7
E09000024,Merton,2016/17,2016,2016,Girls,Asian,108,51.8,1.01
E09000024,Merton,2016/17,2016,2016,Girls,Black,148,50.7,0.77
E09000024,Merton,2016/17,2016,2016,Girls,Chinese,3,59.5,x
E09000024,Merton,2016/17,2016,2016,Girls,Mixed,90,56.2,x
E09000024,Merton,2016/17,2016,2016,Girls,White,325,53.4,0.53
E09000025,Newham,2016/17,2016,2016,All,All Pupils,"3,523",48.4,0.41
E09000025,Newham,2016/17,2016,2016,All,Asian,"1,618",52.4,0.69
E09000025,Newham,2016/17,2016,2016,All,Black,863,45.3,0.24
E09000025,Newham,2016/17,2016,2016,All,Chinese,14,63.9,1.07
E09000025,Newham,2016/17,2016,2016,All,Mixed,213,44.6,-0.11
E09000025,Newham,2016/17,2016,2016,All,White,597,43.2,0.01
E09000025,Newham,2016/17,2016,2016,Boys,All Pupils,"1,753",46.1,0.26
E09000025,Newham,2016/17,2016,2016,Boys,Asian,806,50.7,0.55
E09000025,Newham,2016/17,2016,2016,Boys,Black,436,42.6,0.09
E09000025,Newham,2016/17,2016,2016,Boys,Chinese,11,63.9,1.21
E09000025,Newham,2016/17,2016,2016,Boys,Mixed,108,41.5,-0.28
E09000025,Newham,2016/17,2016,2016,Boys,White,293,39.8,-0.16
E09000025,Newham,2016/17,2016,2016,Girls,All Pupils,"1,770",50.7,0.56
E09000025,Newham,2016/17,2016,2016,Girls,Asian,812,54.2,0.84
E09000025,Newham,2016/17,2016,2016,Girls,Black,427,48,0.4
E09000025,Newham,2016/17,2016,2016,Girls,Chinese,3,63.7,0.65
E09000025,Newham,2016/17,2016,2016,Girls,Mixed,105,47.8,0.07
E09000025,Newham,2016/17,2016,2016,Girls,White,304,46.5,0.17
E09000026,Redbridge,2016/17,2016,2016,All,All Pupils,"3,458",51.2,0.42
E09000026,Redbridge,2016/17,2016,2016,All,Asian,"1,792",55.3,0.69
E09000026,Redbridge,2016/17,2016,2016,All,Black,463,44.8,0.17
E09000026,Redbridge,2016/17,2016,2016,All,Chinese,22,59.7,0.9
E09000026,Redbridge,2016/17,2016,2016,All,Mixed,243,48.8,0.22
E09000026,Redbridge,2016/17,2016,2016,All,White,856,46.9,0.07
E09000026,Redbridge,2016/17,2016,2016,Boys,All Pupils,"1,817",48.2,0.17
E09000026,Redbridge,2016/17,2016,2016,Boys,Asian,937,52.6,0.5
E09000026,Redbridge,2016/17,2016,2016,Boys,Black,227,40.4,-0.19
E09000026,Redbridge,2016/17,2016,2016,Boys,Chinese,15,58.6,0.51
E09000026,Redbridge,2016/17,2016,2016,Boys,Mixed,134,46.3,-0.07
E09000026,Redbridge,2016/17,2016,2016,Boys,White,459,44.1,-0.21
E09000026,Redbridge,2016/17,2016,2016,Girls,All Pupils,"1,641",54.4,0.69
E09000026,Redbridge,2016/17,2016,2016,Girls,Asian,855,58.2,0.89
E09000026,Redbridge,2016/17,2016,2016,Girls,Black,236,49.1,0.51
E09000026,Redbridge,2016/17,2016,2016,Girls,Chinese,7,62.2,1.75
E09000026,Redbridge,2016/17,2016,2016,Girls,Mixed,109,51.9,0.57
E09000026,Redbridge,2016/17,2016,2016,Girls,White,397,50,0.39
E09000027,Richmond upon Thames,2016/17,2016,2016,All,All Pupils,"1,374",52.7,0.14
E09000027,Richmond upon Thames,2016/17,2016,2016,All,Asian,90,51.8,0.47
E09000027,Richmond upon Thames,2016/17,2016,2016,All,Black,61,39.2,-0.23
E09000027,Richmond upon Thames,2016/17,2016,2016,All,Chinese,8,62.3,0.31
E09000027,Richmond upon Thames,2016/17,2016,2016,All,Mixed,147,54,0.26
E09000027,Richmond upon Thames,2016/17,2016,2016,All,White,"1,018",53.4,0.1
E09000027,Richmond upon Thames,2016/17,2016,2016,Boys,All Pupils,698,49.3,-0.1
E09000027,Richmond upon Thames,2016/17,2016,2016,Boys,Asian,47,48.8,0.3
E09000027,Richmond upon Thames,2016/17,2016,2016,Boys,Black,34,36.7,-0.34
E09000027,Richmond upon Thames,2016/17,2016,2016,Boys,Chinese,3,53,-0.01
E09000027,Richmond upon Thames,2016/17,2016,2016,Boys,Mixed,78,50.5,-0.01
E09000027,Richmond upon Thames,2016/17,2016,2016,Boys,White,505,50,-0.13
E09000027,Richmond upon Thames,2016/17,2016,2016,Girls,All Pupils,676,56.2,0.39
E09000027,Richmond upon Thames,2016/17,2016,2016,Girls,Asian,43,55.1,0.65
E09000027,Richmond upon Thames,2016/17,2016,2016,Girls,Black,27,42.2,-0.1
E09000027,Richmond upon Thames,2016/17,2016,2016,Girls,Chinese,5,67.9,0.55
E09000027,Richmond upon Thames,2016/17,2016,2016,Girls,Mixed,69,57.9,0.55
E09000027,Richmond upon Thames,2016/17,2016,2016,Girls,White,513,56.6,0.34
E09000028,Southwark,2016/17,2016,2016,All,All Pupils,"2,328",50.5,0.31
E09000028,Southwark,2016/17,2016,2016,All,Asian,142,54.2,0.78
E09000028,Southwark,2016/17,2016,2016,All,Black,"1,056",48.6,0.36
E09000028,Southwark,2016/17,2016,2016,All,Chinese,22,57.3,0.69
E09000028,Southwark,2016/17,2016,2016,All,Mixed,264,48.8,0.12
E09000028,Southwark,2016/17,2016,2016,All,White,656,52.2,0.07
E09000028,Southwark,2016/17,2016,2016,Boys,All Pupils,"1,109",49,0.24
E09000028,Southwark,2016/17,2016,2016,Boys,Asian,68,52.6,0.78
E09000028,Southwark,2016/17,2016,2016,Boys,Black,507,46.4,0.31
E09000028,Southwark,2016/17,2016,2016,Boys,Chinese,12,55.2,0.67
E09000028,Southwark,2016/17,2016,2016,Boys,Mixed,124,47.6,0.08
E09000028,Southwark,2016/17,2016,2016,Boys,White,308,52.3,-0.04
E09000028,Southwark,2016/17,2016,2016,Girls,All Pupils,"1,219",51.8,0.37
E09000028,Southwark,2016/17,2016,2016,Girls,Asian,74,55.7,0.78
E09000028,Southwark,2016/17,2016,2016,Girls,Black,549,50.7,0.4
E09000028,Southwark,2016/17,2016,2016,Girls,Chinese,10,59.9,0.71
E09000028,Southwark,2016/17,2016,2016,Girls,Mixed,140,49.8,0.15
E09000028,Southwark,2016/17,2016,2016,Girls,White,348,52.2,0.16
E09000029,Sutton,2016/17,2016,2016,All,All Pupils,"2,759",56.2,0.24
E09000029,Sutton,2016/17,2016,2016,All,Asian,551,68.7,0.96
E09000029,Sutton,2016/17,2016,2016,All,Black,226,53.5,0.45
E09000029,Sutton,2016/17,2016,2016,All,Chinese,45,76.4,1.16
E09000029,Sutton,2016/17,2016,2016,All,Mixed,228,58.7,0.31
E09000029,Sutton,2016/17,2016,2016,All,White,"1,644",51.4,-0.05
E09000029,Sutton,2016/17,2016,2016,Boys,All Pupils,"1,418",54.6,0.06
E09000029,Sutton,2016/17,2016,2016,Boys,Asian,279,68.5,0.84
E09000029,Sutton,2016/17,2016,2016,Boys,Black,119,47.6,0.16
E09000029,Sutton,2016/17,2016,2016,Boys,Chinese,23,75.2,0.96
E09000029,Sutton,2016/17,2016,2016,Boys,Mixed,115,57.5,0.03
E09000029,Sutton,2016/17,2016,2016,Boys,White,837,49.9,-0.24
E09000029,Sutton,2016/17,2016,2016,Girls,All Pupils,"1,341",57.8,0.43
E09000029,Sutton,2016/17,2016,2016,Girls,Asian,272,68.9,1.08
E09000029,Sutton,2016/17,2016,2016,Girls,Black,107,59.9,0.76
E09000029,Sutton,2016/17,2016,2016,Girls,Chinese,22,77.7,1.39
E09000029,Sutton,2016/17,2016,2016,Girls,Mixed,113,59.8,0.58
E09000029,Sutton,2016/17,2016,2016,Girls,White,807,53,0.14
E09000030,Tower Hamlets,2016/17,2016,2016,All,All Pupils,"2,623",47.2,0.25
E09000030,Tower Hamlets,2016/17,2016,2016,All,Asian,"1,769",49.9,0.44
E09000030,Tower Hamlets,2016/17,2016,2016,All,Black,306,46.7,0.28
E09000030,Tower Hamlets,2016/17,2016,2016,All,Chinese,6,51,0.73
E09000030,Tower Hamlets,2016/17,2016,2016,All,Mixed,113,44.5,-0.17
E09000030,Tower Hamlets,2016/17,2016,2016,All,White,300,40.7,-0.51
E09000030,Tower Hamlets,2016/17,2016,2016,Boys,All Pupils,"1,303",44.1,-0.04
E09000030,Tower Hamlets,2016/17,2016,2016,Boys,Asian,877,46.6,0.14
E09000030,Tower Hamlets,2016/17,2016,2016,Boys,Black,148,43.1,-0.15
E09000030,Tower Hamlets,2016/17,2016,2016,Boys,Chinese,3,39.5,x
E09000030,Tower Hamlets,2016/17,2016,2016,Boys,Mixed,55,39,x
E09000030,Tower Hamlets,2016/17,2016,2016,Boys,White,153,38.9,-0.64
E09000030,Tower Hamlets,2016/17,2016,2016,Girls,All Pupils,"1,320",50.3,0.54
E09000030,Tower Hamlets,2016/17,2016,2016,Girls,Asian,892,53.2,0.73
E09000030,Tower Hamlets,2016/17,2016,2016,Girls,Black,158,50.1,0.7
E09000030,Tower Hamlets,2016/17,2016,2016,Girls,Chinese,3,62.5,x
E09000030,Tower Hamlets,2016/17,2016,2016,Girls,Mixed,58,49.8,x
E09000030,Tower Hamlets,2016/17,2016,2016,Girls,White,147,42.6,-0.37
E09000031,Waltham Forest,2016/17,2016,2016,All,All Pupils,"2,486",45.5,0.14
E09000031,Waltham Forest,2016/17,2016,2016,All,Asian,681,47.9,0.42
E09000031,Waltham Forest,2016/17,2016,2016,All,Black,567,42,0
E09000031,Waltham Forest,2016/17,2016,2016,All,Chinese,19,51.1,1.68
E09000031,Waltham Forest,2016/17,2016,2016,All,Mixed,235,44.2,-0.15
E09000031,Waltham Forest,2016/17,2016,2016,All,White,883,46,0.05
E09000031,Waltham Forest,2016/17,2016,2016,Boys,All Pupils,"1,254",43,-0.09
E09000031,Waltham Forest,2016/17,2016,2016,Boys,Asian,349,46.8,0.3
E09000031,Waltham Forest,2016/17,2016,2016,Boys,Black,279,39.2,-0.21
E09000031,Waltham Forest,2016/17,2016,2016,Boys,Chinese,11,40.7,0.56
E09000031,Waltham Forest,2016/17,2016,2016,Boys,Mixed,131,42.6,-0.41
E09000031,Waltham Forest,2016/17,2016,2016,Boys,White,440,42.6,-0.26
E09000031,Waltham Forest,2016/17,2016,2016,Girls,All Pupils,"1,232",47.9,0.38
E09000031,Waltham Forest,2016/17,2016,2016,Girls,Asian,332,49,0.54
E09000031,Waltham Forest,2016/17,2016,2016,Girls,Black,288,44.7,0.21
E09000031,Waltham Forest,2016/17,2016,2016,Girls,Chinese,8,65.3,2.62
E09000031,Waltham Forest,2016/17,2016,2016,Girls,Mixed,104,46.2,0.18
E09000031,Waltham Forest,2016/17,2016,2016,Girls,White,443,49.4,0.36
E09000032,Wandsworth,2016/17,2016,2016,All,All Pupils,"1,695",49.5,0.21
E09000032,Wandsworth,2016/17,2016,2016,All,Asian,353,49.4,0.48
E09000032,Wandsworth,2016/17,2016,2016,All,Black,464,45,0.06
E09000032,Wandsworth,2016/17,2016,2016,All,Chinese,12,65.7,1.45
E09000032,Wandsworth,2016/17,2016,2016,All,Mixed,191,51.3,0.21
E09000032,Wandsworth,2016/17,2016,2016,All,White,556,52.9,0.15
E09000032,Wandsworth,2016/17,2016,2016,Boys,All Pupils,925,48.2,0.12
E09000032,Wandsworth,2016/17,2016,2016,Boys,Asian,199,50.1,0.57
E09000032,Wandsworth,2016/17,2016,2016,Boys,Black,245,42.5,-0.11
E09000032,Wandsworth,2016/17,2016,2016,Boys,Chinese,5,75.1,1.66
E09000032,Wandsworth,2016/17,2016,2016,Boys,Mixed,95,50.2,0.13
E09000032,Wandsworth,2016/17,2016,2016,Boys,White,319,51.1,0.04
E09000032,Wandsworth,2016/17,2016,2016,Girls,All Pupils,770,51.1,0.31
E09000032,Wandsworth,2016/17,2016,2016,Girls,Asian,154,48.5,0.36
E09000032,Wandsworth,2016/17,2016,2016,Girls,Black,219,47.9,0.26
E09000032,Wandsworth,2016/17,2016,2016,Girls,Chinese,7,58.9,1.29
E09000032,Wandsworth,2016/17,2016,2016,Girls,Mixed,96,52.4,0.3
E09000032,Wandsworth,2016/17,2016,2016,Girls,White,237,55.4,0.3
E09000033,Westminster,2016/17,2016,2016,All,All Pupils,"1,535",52.6,0.47
E09000033,Westminster,2016/17,2016,2016,All,Asian,186,54.7,0.72
E09000033,Westminster,2016/17,2016,2016,All,Black,351,49.6,0.25
E09000033,Westminster,2016/17,2016,2016,All,Chinese,18,63.5,1.62
E09000033,Westminster,2016/17,2016,2016,All,Mixed,158,53.4,0.42
E09000033,Westminster,2016/17,2016,2016,All,White,385,56.2,0.39
E09000033,Westminster,2016/17,2016,2016,Boys,All Pupils,727,47.7,0.16
E09000033,Westminster,2016/17,2016,2016,Boys,Asian,110,53,0.59
E09000033,Westminster,2016/17,2016,2016,Boys,Black,175,45.1,-0.11
E09000033,Westminster,2016/17,2016,2016,Boys,Chinese,6,61.2,1.66
E09000033,Westminster,2016/17,2016,2016,Boys,Mixed,71,46.9,0.08
E09000033,Westminster,2016/17,2016,2016,Boys,White,141,46.3,-0.32
E09000033,Westminster,2016/17,2016,2016,Girls,All Pupils,808,57,0.76
E09000033,Westminster,2016/17,2016,2016,Girls,Asian,76,57.2,0.93
E09000033,Westminster,2016/17,2016,2016,Girls,Black,176,54.1,0.61
E09000033,Westminster,2016/17,2016,2016,Girls,Chinese,12,64.6,1.61
E09000033,Westminster,2016/17,2016,2016,Girls,Mixed,87,58.8,0.67
E09000033,Westminster,2016/17,2016,2016,Girls,White,244,62,0.81
E09000002,Barking and Dagenham,2017/18,2017,2017,All,All Pupils,2199,46.1,0.17
E09000002,Barking and Dagenham,2017/18,2017,2017,All,White,921,41.9,-0.19
E09000002,Barking and Dagenham,2017/18,2017,2017,All,Mixed,127,42.4,-0.11
E09000002,Barking and Dagenham,2017/18,2017,2017,All,Asian,449,53.9,0.65
E09000002,Barking and Dagenham,2017/18,2017,2017,All,Black,619,47.1,0.44
E09000002,Barking and Dagenham,2017/18,2017,2017,All,Chinese,2,79.3,1.85
E09000002,Barking and Dagenham,2017/18,2017,2017,Boys,All Pupils,1119,43.3,0
E09000002,Barking and Dagenham,2017/18,2017,2017,Boys,White,482,40.6,-0.26
E09000002,Barking and Dagenham,2017/18,2017,2017,Boys,Mixed,57,36.8,-0.29
E09000002,Barking and Dagenham,2017/18,2017,2017,Boys,Asian ,225,50.4,0.39
E09000002,Barking and Dagenham,2017/18,2017,2017,Boys,Black,319,43.1,0.18
E09000002,Barking and Dagenham,2017/18,2017,2017,Boys,Chinese,0,.,.
E09000002,Barking and Dagenham,2017/18,2017,2017,Girls,All Pupils,1080,49.1,0.34
E09000002,Barking and Dagenham,2017/18,2017,2017,Girls,White,439,43.4,-0.11
E09000002,Barking and Dagenham,2017/18,2017,2017,Girls,Mixed,70,46.9,0.03
E09000002,Barking and Dagenham,2017/18,2017,2017,Girls,Asian,224,57.5,0.91
